name,robo a mano armada,robo de vehiculos,robo piraña,lesiones leves,robo,lesiones graves,hurto,vandalismo,fecha
denuncia 41,1,0,2,0,1,0,0,0,25/07/2011
denuncia 42,1,0,1,0,1,0,0,0,23/08/2012
denuncia 43,1,0,1,0,1,0,0,0,08/02/2018
denuncia 44,1,0,2,0,2,0,0,0,30/08/2019
denuncia 45,2,0,2,0,1,0,0,0,30/09/2014
denuncia 46,2,0,2,0,2,0,0,0,31/03/2015
denuncia 47,2,0,1,0,1,0,0,0,06/11/2019
denuncia 48,2,0,1,0,1,0,0,0,20/02/2015
denuncia 49,2,0,2,0,1,0,0,0,11/09/2014
denuncia 50,1,0,1,0,1,0,0,0,16/03/2010
denuncia 51,2,0,2,0,2,0,0,0,01/04/2010
denuncia 52,2,0,2,0,1,0,0,0,14/09/2021
denuncia 53,2,0,2,0,2,0,0,0,23/04/2017
denuncia 54,1,0,2,0,2,0,0,0,02/03/2021
denuncia 55,2,0,2,0,2,0,0,0,02/12/2013
denuncia 56,2,0,2,0,1,0,0,0,05/08/2015
denuncia 57,1,0,2,0,2,0,0,0,24/02/2015
denuncia 58,2,0,1,0,2,0,0,0,14/02/2017
denuncia 59,2,0,2,0,1,0,0,0,16/01/2011
denuncia 60,2,0,2,0,2,0,0,0,05/02/2011
denuncia 61,2,0,2,0,2,0,0,0,12/04/2015
denuncia 62,1,0,1,0,1,0,0,0,18/10/2018
denuncia 63,2,0,2,0,1,0,0,0,23/09/2016
denuncia 64,2,0,2,0,1,0,0,0,09/02/2010
denuncia 65,1,0,2,0,2,0,0,0,07/05/2016
denuncia 66,2,0,2,0,2,0,0,0,16/10/2016
denuncia 67,1,0,1,0,1,0,0,0,05/08/2015
denuncia 68,2,0,2,0,2,0,0,0,14/09/2010
denuncia 69,2,0,1,0,1,0,0,0,29/06/2016
denuncia 70,2,0,2,0,2,0,0,0,12/03/2015
denuncia 71,2,0,1,0,2,0,0,0,15/05/2021
denuncia 72,2,0,2,0,2,0,0,0,11/02/2018
denuncia 73,2,0,1,0,1,0,0,0,14/01/2021
denuncia 74,2,0,2,0,1,0,0,0,26/02/2011
denuncia 75,1,0,1,0,1,0,0,0,04/03/2019
denuncia 76,2,0,1,0,2,0,0,0,01/02/2016
denuncia 77,1,0,2,0,1,0,0,0,16/10/2016
denuncia 78,1,0,2,0,2,0,0,0,29/11/2010
denuncia 79,1,0,1,0,1,0,0,0,23/08/2015
denuncia 80,1,0,1,0,2,0,0,0,24/06/2020
denuncia 81,1,0,1,0,1,0,0,0,25/10/2021
denuncia 82,1,0,1,0,1,0,0,0,25/01/2012
denuncia 83,2,0,1,0,1,0,0,0,05/12/2013
denuncia 84,1,0,1,0,1,0,0,0,25/02/2012
denuncia 85,2,0,1,0,2,0,0,0,07/12/2021
denuncia 86,1,0,1,0,2,0,0,0,17/04/2021
denuncia 87,2,0,2,0,1,0,0,0,03/03/2018
denuncia 88,1,0,1,0,2,0,0,0,27/06/2011
denuncia 89,1,0,2,0,2,0,0,0,14/01/2011
denuncia 90,2,0,2,0,2,0,0,0,01/05/2014
denuncia 91,2,0,1,0,2,0,0,0,07/05/2011
denuncia 92,1,0,1,0,1,0,0,0,07/11/2017
denuncia 93,1,0,1,0,2,0,0,0,30/07/2014
denuncia 94,2,0,1,0,2,0,0,0,23/07/2013
denuncia 95,1,0,1,0,2,0,0,0,09/01/2021
denuncia 96,1,0,1,0,2,0,0,0,16/11/2010
denuncia 97,2,0,1,0,1,0,0,0,04/05/2013
denuncia 98,2,0,2,0,1,0,0,0,07/09/2019
denuncia 99,1,0,1,0,1,0,0,0,29/10/2016
denuncia 100,2,0,1,0,1,0,0,0,28/03/2019
denuncia 101,1,0,1,0,1,0,0,0,25/05/2017
denuncia 102,2,0,1,0,2,0,0,0,03/09/2012
denuncia 103,2,0,2,0,2,0,0,0,22/12/2014
denuncia 104,2,0,2,0,1,0,0,0,14/08/2014
denuncia 105,2,0,1,0,2,0,0,0,18/07/2015
denuncia 106,1,0,1,0,1,0,0,0,11/10/2014
denuncia 107,1,0,2,0,2,0,0,0,18/09/2020
denuncia 108,1,0,1,0,1,0,0,0,19/10/2013
denuncia 109,1,0,1,0,1,0,0,0,11/07/2011
denuncia 110,1,0,2,0,1,0,0,0,03/10/2020
denuncia 111,2,0,1,0,1,0,0,0,27/12/2011
denuncia 112,2,0,2,0,1,0,0,0,12/06/2010
denuncia 113,2,0,2,0,2,0,0,0,07/10/2016
denuncia 114,1,0,2,0,1,0,0,0,30/04/2014
denuncia 115,2,0,2,0,2,0,0,0,27/12/2013
denuncia 116,2,0,2,0,2,0,0,0,08/03/2013
denuncia 117,2,0,1,0,1,0,0,0,11/10/2012
denuncia 118,1,0,1,0,1,0,0,0,14/11/2013
denuncia 119,2,0,1,0,1,0,0,0,15/03/2017
denuncia 120,2,0,1,0,1,0,0,0,01/09/2015
denuncia 121,2,0,1,0,1,0,0,0,09/03/2021
denuncia 122,2,0,2,0,1,0,0,0,05/06/2014
denuncia 123,2,0,2,0,2,0,0,0,22/12/2017
denuncia 124,2,0,2,0,1,0,0,0,12/10/2016
denuncia 125,1,0,2,0,2,0,0,0,10/05/2014
denuncia 126,2,0,2,0,2,0,0,0,17/04/2015
denuncia 127,1,0,2,0,2,0,0,0,02/04/2010
denuncia 128,2,0,1,0,2,0,0,0,14/12/2018
denuncia 129,2,0,1,0,2,0,0,0,12/02/2012
denuncia 130,2,0,2,0,2,0,0,0,21/11/2016
denuncia 131,2,0,1,0,1,0,0,0,17/04/2020
denuncia 132,1,0,2,0,2,0,0,0,13/12/2017
denuncia 133,1,0,2,0,1,0,0,0,02/02/2014
denuncia 134,1,0,1,0,2,0,0,0,07/09/2017
denuncia 135,2,0,1,0,1,0,0,0,02/04/2012
denuncia 136,2,0,2,0,2,0,0,0,31/01/2010
denuncia 137,1,0,1,0,2,0,0,0,17/01/2021
denuncia 138,2,0,2,0,1,0,0,0,15/05/2015
denuncia 139,1,0,2,0,1,0,0,0,20/08/2017
denuncia 140,2,0,1,0,1,0,0,0,21/06/2012
denuncia 141,1,0,1,0,2,0,0,0,06/08/2014
denuncia 142,2,0,2,0,1,0,0,0,06/01/2013
denuncia 143,1,0,2,0,2,0,0,0,02/08/2020
denuncia 144,1,0,2,0,2,0,0,0,23/11/2010
denuncia 145,1,0,2,0,1,0,0,0,20/01/2019
denuncia 146,1,0,2,0,2,0,0,0,30/06/2019
denuncia 147,2,0,2,0,1,0,0,0,07/01/2019
denuncia 148,1,0,1,0,2,0,0,0,21/12/2010
denuncia 149,2,0,2,0,2,0,0,0,04/05/2021
denuncia 150,2,0,2,0,1,0,0,0,04/03/2016
denuncia 151,2,0,2,0,1,0,0,0,28/01/2014
denuncia 152,2,0,2,0,2,0,0,0,17/05/2017
denuncia 153,2,0,1,0,1,0,0,0,17/09/2017
denuncia 154,1,0,2,0,1,0,0,0,23/12/2014
denuncia 155,2,0,2,0,2,0,0,0,01/05/2020
denuncia 156,1,0,2,0,1,0,0,0,07/11/2016
denuncia 157,2,0,1,0,2,0,0,0,13/06/2017
denuncia 158,2,0,2,0,1,0,0,0,04/10/2019
denuncia 159,1,0,1,0,2,0,0,0,19/08/2012
denuncia 160,1,0,2,0,1,0,0,0,03/07/2020
denuncia 161,2,0,2,0,1,0,0,0,18/05/2015
denuncia 162,1,0,2,0,1,0,0,0,30/07/2017
denuncia 163,2,0,2,0,2,0,0,0,28/10/2016
denuncia 164,2,0,2,0,1,0,0,0,02/12/2017
denuncia 165,2,0,2,0,1,0,0,0,18/06/2021
denuncia 166,1,0,1,0,2,0,0,0,31/10/2013
denuncia 167,1,0,2,0,2,0,0,0,04/05/2015
denuncia 168,1,0,1,0,1,0,0,0,26/12/2012
denuncia 169,1,0,1,0,1,0,0,0,09/01/2016
denuncia 170,1,0,1,0,1,0,0,0,19/08/2016
denuncia 171,1,0,2,0,2,0,0,0,24/07/2011
denuncia 172,2,0,1,0,2,0,0,0,15/06/2014
denuncia 173,1,0,2,0,1,0,0,0,11/07/2014
denuncia 174,1,0,2,0,1,0,0,0,05/08/2016
denuncia 175,1,0,1,0,1,0,0,0,27/08/2015
denuncia 176,1,0,1,0,1,0,0,0,03/08/2015
denuncia 177,2,0,1,0,1,0,0,0,09/03/2013
denuncia 178,1,0,2,0,1,0,0,0,26/09/2010
denuncia 179,1,0,1,0,1,0,0,0,14/10/2018
denuncia 180,1,0,1,0,2,0,0,0,27/06/2018
denuncia 181,1,0,1,0,2,0,0,0,20/10/2015
denuncia 182,2,0,2,0,1,0,0,0,17/11/2017
denuncia 183,2,0,1,0,1,0,0,0,23/02/2010
denuncia 184,1,0,2,0,1,0,0,0,06/08/2012
denuncia 185,2,0,1,0,2,0,0,0,04/03/2011
denuncia 186,1,0,2,0,2,0,0,0,27/09/2014
denuncia 187,1,0,1,0,1,0,0,0,12/09/2020
denuncia 188,1,0,2,0,2,0,0,0,16/12/2014
denuncia 189,2,0,2,0,2,0,0,0,26/12/2018
denuncia 190,1,0,1,0,2,0,0,0,10/07/2015
denuncia 191,2,0,2,0,1,0,0,0,08/10/2011
denuncia 192,1,0,2,0,1,0,0,0,29/07/2010
denuncia 193,1,0,1,0,2,0,0,0,30/07/2021
denuncia 194,1,0,2,0,2,0,0,0,28/08/2010
denuncia 195,2,0,2,0,2,0,0,0,28/09/2013
denuncia 196,1,0,2,0,1,0,0,0,05/03/2015
denuncia 197,2,0,1,0,1,0,0,0,13/08/2011
denuncia 198,1,0,1,0,2,0,0,0,02/10/2014
denuncia 199,1,0,1,0,1,0,0,0,25/05/2014
denuncia 200,1,0,1,0,2,0,0,0,06/09/2021
denuncia 201,2,0,2,0,1,0,0,0,06/01/2011
denuncia 202,2,0,2,0,2,0,0,0,31/10/2014
denuncia 203,1,0,1,0,2,0,0,0,07/10/2020
denuncia 204,1,0,1,0,1,0,0,0,04/04/2016
denuncia 205,1,0,2,0,1,0,0,0,17/04/2013
denuncia 206,1,0,1,0,2,0,0,0,01/01/2018
denuncia 207,1,0,1,0,1,0,0,0,15/12/2015
denuncia 208,2,0,2,0,1,0,0,0,24/07/2019
denuncia 209,2,0,2,0,1,0,0,0,23/07/2021
denuncia 210,1,0,2,0,2,0,0,0,18/01/2013
denuncia 211,1,0,1,0,2,0,0,0,11/02/2020
denuncia 212,1,0,1,0,1,0,0,0,16/11/2011
denuncia 213,1,0,1,0,1,0,0,0,06/09/2021
denuncia 214,2,0,2,0,1,0,0,0,22/01/2013
denuncia 215,2,0,1,0,2,0,0,0,01/01/2014
denuncia 216,2,0,2,0,1,0,0,0,03/06/2012
denuncia 217,2,0,1,0,2,0,0,0,24/04/2015
denuncia 218,1,0,1,0,1,0,0,0,30/03/2014
denuncia 219,2,0,2,0,2,0,0,0,26/12/2011
denuncia 220,1,0,1,0,2,0,0,0,24/08/2017
denuncia 221,1,0,2,0,2,0,0,0,15/12/2019
denuncia 222,1,0,2,0,2,0,0,0,13/05/2020
denuncia 223,2,0,1,0,2,0,0,0,11/12/2011
denuncia 224,1,0,2,0,2,0,0,0,08/01/2010
denuncia 225,2,0,1,0,2,0,0,0,05/09/2018
denuncia 226,1,0,1,0,1,0,0,0,13/10/2015
denuncia 227,2,0,2,0,1,0,0,0,30/03/2014
denuncia 228,2,0,2,0,2,0,0,0,16/04/2012
denuncia 229,2,0,2,0,1,0,0,0,05/04/2016
denuncia 230,2,0,2,0,1,0,0,0,06/02/2011
denuncia 231,2,0,1,0,2,0,0,0,13/05/2018
denuncia 232,1,0,1,0,1,0,0,0,23/06/2020
denuncia 233,2,0,2,0,1,0,0,0,17/07/2011
denuncia 234,1,0,2,0,2,0,0,0,24/05/2010
denuncia 235,2,0,1,0,1,0,0,0,10/04/2021
denuncia 236,1,0,1,0,1,0,0,0,14/07/2020
denuncia 237,1,0,2,0,1,0,0,0,31/03/2014
denuncia 238,2,0,1,0,1,0,0,0,30/05/2019
denuncia 239,2,0,2,0,2,0,0,0,03/02/2015
denuncia 240,1,0,2,0,1,0,0,0,15/12/2010
denuncia 241,2,0,1,0,1,0,0,0,13/09/2017
denuncia 242,1,0,2,0,1,0,0,0,01/12/2014
denuncia 243,2,0,2,0,1,0,0,0,20/12/2012
denuncia 244,1,0,1,0,2,0,0,0,27/09/2020
denuncia 245,2,0,2,0,2,0,0,0,21/07/2017
denuncia 246,2,0,2,0,2,0,0,0,12/01/2010
denuncia 247,1,0,1,0,1,0,0,0,11/09/2010
denuncia 248,2,0,2,0,1,0,0,0,18/10/2014
denuncia 249,1,0,1,0,2,0,0,0,07/07/2019
denuncia 250,1,0,2,0,2,0,0,0,30/04/2017
denuncia 251,1,0,1,0,2,0,0,0,23/05/2013
denuncia 252,2,0,2,0,2,0,0,0,26/07/2013
denuncia 253,2,0,1,0,2,0,0,0,12/05/2014
denuncia 254,1,0,2,0,2,0,0,0,23/10/2015
denuncia 255,2,0,1,0,1,0,0,0,31/07/2018
denuncia 256,2,0,2,0,2,0,0,0,10/04/2016
denuncia 257,2,0,1,0,2,0,0,0,09/12/2010
denuncia 258,2,0,1,0,1,0,0,0,17/09/2015
denuncia 259,2,0,1,0,1,0,0,0,26/06/2018
denuncia 260,1,0,1,0,1,0,0,0,16/12/2019
denuncia 261,2,0,2,0,2,0,0,0,14/12/2013
denuncia 262,2,0,2,0,2,0,0,0,21/11/2010
denuncia 263,2,0,2,0,2,0,0,0,16/08/2016
denuncia 264,1,0,1,0,1,0,0,0,30/03/2011
denuncia 265,1,0,2,0,2,0,0,0,12/03/2021
denuncia 266,2,0,1,0,2,0,0,0,28/04/2010
denuncia 267,1,0,2,0,1,0,0,0,15/11/2013
denuncia 268,1,0,1,0,1,0,0,0,10/08/2011
denuncia 269,1,0,1,0,1,0,0,0,08/10/2011
denuncia 270,1,0,2,0,2,0,0,0,23/10/2019
denuncia 271,2,0,2,0,1,0,0,0,05/07/2017
denuncia 272,1,0,2,0,2,0,0,0,25/08/2021
denuncia 273,1,0,2,0,2,0,0,0,10/12/2012
denuncia 274,1,0,1,0,2,0,0,0,10/04/2012
denuncia 275,2,0,1,0,2,0,0,0,17/06/2014
denuncia 276,2,0,2,0,1,0,0,0,16/06/2011
denuncia 277,2,0,2,0,2,0,0,0,09/06/2011
denuncia 278,2,0,2,0,2,0,0,0,08/04/2013
denuncia 279,1,0,2,0,2,0,0,0,14/09/2020
denuncia 280,2,0,2,0,1,0,0,0,03/01/2014
denuncia 281,2,0,1,0,1,0,0,0,27/12/2014
denuncia 282,1,0,1,0,2,0,0,0,03/06/2017
denuncia 283,1,0,2,0,2,0,0,0,05/09/2018
denuncia 284,1,0,2,0,2,0,0,0,04/08/2018
denuncia 285,2,0,1,0,2,0,0,0,01/09/2012
denuncia 286,2,0,2,0,2,0,0,0,28/02/2021
denuncia 287,2,0,2,0,2,0,0,0,21/07/2021
denuncia 288,1,0,2,0,1,0,0,0,26/10/2012
denuncia 289,2,0,1,0,1,0,0,0,31/10/2011
denuncia 290,2,0,1,0,2,0,0,0,01/04/2017
denuncia 291,2,0,2,0,1,0,0,0,01/10/2020
denuncia 292,1,0,2,0,2,0,0,0,09/04/2017
denuncia 293,1,0,1,0,1,0,0,0,20/04/2011
denuncia 294,1,0,1,0,2,0,0,0,10/12/2014
denuncia 295,2,0,1,0,1,0,0,0,01/06/2018
denuncia 296,2,0,1,0,1,0,0,0,24/10/2015
denuncia 297,1,0,1,0,2,0,0,0,02/04/2019
denuncia 298,2,0,2,0,1,0,0,0,30/01/2013
denuncia 299,1,0,2,0,1,0,0,0,19/11/2017
denuncia 300,2,0,2,0,1,0,0,0,11/10/2017
denuncia 301,1,0,2,0,2,0,0,0,14/01/2015
denuncia 302,1,0,2,0,1,0,0,0,15/02/2016
denuncia 303,2,0,2,0,2,0,0,0,27/05/2017
denuncia 304,2,0,1,0,2,0,0,0,26/06/2010
denuncia 305,2,0,2,0,1,0,0,0,20/08/2021
denuncia 306,2,0,1,0,2,0,0,0,03/05/2018
denuncia 307,1,0,2,0,1,0,0,0,02/09/2018
denuncia 308,2,0,1,0,1,0,0,0,18/03/2010
denuncia 309,1,0,1,0,2,0,0,0,03/09/2020
denuncia 310,2,0,2,0,2,0,0,0,19/09/2012
denuncia 311,2,0,2,0,1,0,0,0,27/05/2015
denuncia 312,1,0,1,0,1,0,0,0,10/03/2021
denuncia 313,2,0,1,0,1,0,0,0,19/02/2017
denuncia 314,1,0,1,0,2,0,0,0,12/11/2021
denuncia 315,1,0,2,0,2,0,0,0,26/11/2015
denuncia 316,1,0,2,0,2,0,0,0,24/07/2014
denuncia 317,2,0,2,0,1,0,0,0,21/11/2014
denuncia 318,1,0,2,0,1,0,0,0,12/09/2016
denuncia 319,2,0,1,0,1,0,0,0,05/05/2017
denuncia 320,2,0,1,0,1,0,0,0,14/02/2011
