nombre,robo a mano armada,robo de vehiculos,robo piraña,lesiones leves,robo,lesiones graves,hurto,vandalismo,fecha,latitud,longitud
denuncia248,2,0,0,0,0,0,0,0,14/02/2011,-31.44775510648522,-64.24833249942597
denuncia249,1,0,0,0,1,0,0,0,14/12/2016,-31.450667952802107,-64.24321727189141
denuncia250,2,0,2,0,2,0,0,0,16/09/2019,-31.44968073902708,-64.2442153422551
denuncia251,2,0,0,0,0,0,0,0,30/11/2015,-31.4514561406099,-64.2463702151459
denuncia252,2,0,1,0,0,0,0,0,25/04/2015,-31.45031956545056,-64.24724418721561
denuncia253,2,0,2,0,2,0,0,0,10/01/2011,-31.449222648721953,-64.24557856391894
denuncia254,0,0,2,0,2,0,0,0,26/10/2010,-31.451137546786672,-64.24752081785938
denuncia255,0,0,2,0,0,0,0,0,01/10/2020,-31.45065003569989,-64.24505073625684
denuncia256,0,0,1,0,2,0,0,0,13/05/2014,-31.45159963165977,-64.24631732643985
denuncia257,1,0,2,0,2,0,0,0,04/10/2016,-31.448597972644716,-64.24824183701071
denuncia258,2,0,1,0,2,0,0,0,15/02/2019,-31.451408568014408,-64.24813783498179
denuncia259,1,0,1,0,1,0,0,0,18/10/2017,-31.44997389834506,-64.24473147215929
denuncia260,0,0,1,0,1,0,0,0,16/07/2013,-31.450936613265373,-64.24316510928453
denuncia261,1,0,0,0,1,0,0,0,13/12/2010,-31.448287124268568,-64.2465348547651
denuncia262,1,0,0,0,0,0,0,0,02/11/2016,-31.450930600230762,-64.24444733714519
denuncia263,2,0,2,0,2,0,0,0,29/08/2015,-31.45141128192456,-64.24641696416329
denuncia264,0,0,1,0,0,0,0,0,27/08/2015,-31.44782770950652,-64.24417705670412
denuncia265,2,0,0,0,2,0,0,0,07/02/2015,-31.449802815425624,-64.2474045813681
denuncia266,1,0,2,0,1,0,0,0,11/06/2019,-31.451493648578005,-64.24643745840297
denuncia267,2,0,1,0,2,0,0,0,15/06/2016,-31.44962235680623,-64.24628540267805
denuncia268,1,0,0,0,1,0,0,0,09/10/2021,-31.447937835438584,-64.24608105154239
denuncia269,1,0,2,0,2,0,0,0,13/10/2017,-31.449156299264132,-64.24870274805866
denuncia270,1,0,0,0,2,0,0,0,19/02/2010,-31.448472598057158,-64.24737019285544
denuncia271,0,0,0,0,0,0,0,0,14/04/2017,-31.448514157792687,-64.24401334881853
denuncia272,2,0,0,0,1,0,0,0,22/06/2012,-31.448079014457456,-64.24570489587151
denuncia273,2,0,2,0,2,0,0,0,09/08/2021,-31.449536737903212,-64.2443565749374
denuncia274,1,0,0,0,2,0,0,0,26/04/2018,-31.44876173968892,-64.24931837741624
denuncia275,2,0,0,0,2,0,0,0,01/08/2020,-31.447687472328898,-64.24507841619007
denuncia276,1,0,1,0,2,0,0,0,17/12/2013,-31.448708634667327,-64.24538256899635
denuncia277,0,0,1,0,2,0,0,0,08/09/2014,-31.449787328706552,-64.24793379600791
denuncia278,0,0,2,0,2,0,0,0,22/03/2016,-31.450945580869927,-64.24889464816997
denuncia279,1,0,1,0,1,0,0,0,30/04/2016,-31.451259776402267,-64.24828854788056
denuncia280,0,0,0,0,2,0,0,0,18/07/2018,-31.451098296233486,-64.2477101260026
denuncia281,0,0,0,0,2,0,0,0,24/07/2016,-31.448471296708174,-64.24946770443817
denuncia282,1,0,2,0,2,0,0,0,19/09/2019,-31.448507030570312,-64.24856363318905
denuncia283,1,0,2,0,0,0,0,0,28/12/2014,-31.449119538442687,-64.24487693593169
denuncia284,0,0,1,0,1,0,0,0,24/06/2016,-31.449274084281953,-64.24947634762286
denuncia285,0,0,0,0,2,0,0,0,15/09/2016,-31.45006176487446,-64.24735039152439
denuncia286,2,0,1,0,1,0,0,0,16/09/2014,-31.4497335503079,-64.24562770814852
denuncia287,1,0,0,0,2,0,0,0,13/03/2011,-31.45009283036924,-64.24618677871801
denuncia288,2,0,1,0,1,0,0,0,30/01/2018,-31.45083457617531,-64.24896947772865
denuncia289,2,0,1,0,0,0,0,0,30/01/2013,-31.448796286784127,-64.24603829077482
denuncia290,2,0,2,0,2,0,0,0,13/06/2021,-31.450474855327734,-64.24343568959551
denuncia291,2,0,0,0,2,0,0,0,06/06/2013,-31.44764614771761,-64.2434976780514
denuncia292,2,0,1,0,1,0,0,0,13/08/2017,-31.44842634310666,-64.24928163586276
denuncia293,0,0,0,0,0,0,0,0,22/10/2010,-31.448213107748508,-64.24758224740899
denuncia294,2,0,1,0,0,0,0,0,14/01/2020,-31.450238247567274,-64.24904782934696
denuncia295,2,0,2,0,1,0,0,0,07/09/2010,-31.450883077271012,-64.24515776470106
