nombre,robo a mano armada,robo de vehiculos,robo piraña,lesiones leves,robo,lesiones graves,hurto,vandalismo,fecha,latitud,longitud
denuncia37,0,1,0,1,0,1,2,2,12/05/2015,-31.442824377775043,-64.24443008286647
denuncia38,0,1,0,2,1,2,0,1,27/06/2021,-31.44268342784501,-64.2449165851742
denuncia39,0,2,0,1,2,0,1,2,16/04/2012,-31.435082488161346,-64.24754711656207
denuncia40,0,0,0,2,1,0,1,0,28/10/2010,-31.439854869882524,-64.24291216545586
denuncia41,0,2,0,1,0,1,1,0,25/12/2012,-31.443990932427607,-64.24613460525413
denuncia42,0,0,0,0,0,2,2,2,02/09/2016,-31.435008554125584,-64.2429455977914
denuncia43,0,2,0,0,0,0,0,0,22/08/2018,-31.437723457935075,-64.24299099671379
denuncia44,0,2,0,2,0,0,1,1,03/06/2011,-31.446862470925897,-64.24774325442041
denuncia45,0,2,0,0,0,1,2,0,03/09/2010,-31.44418110270193,-64.24474406538704
denuncia46,0,1,0,2,1,2,2,0,20/04/2013,-31.445724781264275,-64.24575687525682
denuncia47,0,1,0,0,2,0,0,1,25/03/2019,-31.43336477044869,-64.24544770240739
denuncia48,0,0,0,1,2,1,1,2,26/08/2011,-31.436782504169074,-64.24395804640861
denuncia49,0,0,0,1,2,1,1,1,12/04/2016,-31.4440591226455,-64.24329494681427
denuncia50,0,0,0,0,0,0,0,0,11/12/2010,-31.444950027233922,-64.24574664139188
denuncia51,0,1,0,2,1,1,0,0,05/01/2014,-31.442928610686486,-64.24477006062574
denuncia52,0,2,0,1,0,0,1,1,18/09/2011,-31.433477140038907,-64.24751618908093
denuncia53,0,2,0,0,0,0,2,0,18/12/2017,-31.436649061139633,-64.24757950661932
denuncia54,0,0,0,1,1,0,1,2,28/06/2019,-31.437889346499862,-64.24751067990678
denuncia55,0,2,0,2,1,1,2,2,28/09/2016,-31.44657051314706,-64.24345759604442
denuncia56,0,0,0,0,2,1,1,0,06/08/2015,-31.433390840333253,-64.24390646619487
denuncia57,0,1,0,0,2,1,2,1,11/02/2013,-31.437522277925307,-64.24589621924365
denuncia58,0,1,0,1,0,0,0,2,25/07/2021,-31.44690679224033,-64.24679227535691
denuncia59,0,0,0,2,0,1,0,0,01/01/2013,-31.44503984176921,-64.24687266730247
denuncia60,0,2,0,2,0,1,1,2,19/10/2013,-31.435260108787,-64.2439869497598
denuncia61,0,1,0,0,1,2,0,0,18/12/2011,-31.442535399874025,-64.24599779870837
denuncia62,0,1,0,2,2,2,0,1,05/12/2018,-31.445089966521444,-64.24639293470379
denuncia63,0,2,0,2,2,1,1,0,12/12/2020,-31.442381950448215,-64.24335216161892
denuncia64,0,2,0,0,1,1,2,0,28/02/2012,-31.44193712604901,-64.24274713122337
denuncia65,0,2,0,1,2,0,0,1,13/06/2010,-31.436242449847406,-64.24521850384365
denuncia66,0,1,0,0,2,0,0,0,09/09/2012,-31.43622342194361,-64.24497991767706
denuncia67,0,1,0,0,0,0,1,0,30/07/2016,-31.435292636148294,-64.24613295858254
denuncia68,0,2,0,0,1,2,2,2,13/12/2018,-31.442931527238795,-64.2428758267585
denuncia69,0,2,0,2,0,0,1,2,18/08/2016,-31.44381195945438,-64.24617636092108
denuncia70,0,0,0,0,1,2,2,2,29/03/2018,-31.436184641764015,-64.24563753512594
denuncia71,0,1,0,2,2,1,2,0,02/04/2014,-31.44433420607772,-64.24660249332402
denuncia72,0,0,0,2,2,1,0,2,13/09/2020,-31.437707457782242,-64.24473140205363
denuncia73,0,2,0,0,1,1,1,1,09/08/2015,-31.44684384404011,-64.24694422523176
denuncia74,0,2,0,2,0,1,2,2,03/02/2019,-31.439554611148274,-64.24331369359514
denuncia75,0,1,0,1,2,0,1,0,04/11/2015,-31.438768880006897,-64.24607321499667
denuncia76,0,2,0,0,0,2,0,0,25/09/2013,-31.43922370379064,-64.24573118767076
denuncia77,0,2,0,1,2,0,1,2,10/02/2015,-31.444222350745424,-64.24624677018708
denuncia78,0,2,0,0,1,0,2,0,07/03/2013,-31.446291758212674,-64.24466840187925
denuncia79,0,1,0,0,1,1,1,0,04/06/2010,-31.44533078730763,-64.24586945061361
denuncia80,0,0,0,0,1,1,0,2,31/12/2014,-31.434474750756554,-64.24764368076464
denuncia81,0,2,0,1,0,0,1,0,05/07/2021,-31.432720517688143,-64.24303961100308
denuncia82,0,0,0,2,1,2,2,0,13/11/2011,-31.44060272683632,-64.24486580927167
denuncia83,0,0,0,2,0,2,0,2,28/06/2016,-31.43494235119824,-64.24797773193374
denuncia84,0,0,0,2,2,0,0,0,21/05/2016,-31.44245502512766,-64.2479361049722
denuncia85,0,2,0,0,1,1,0,2,20/07/2014,-31.437163375755933,-64.24461486284365
denuncia86,0,0,0,0,2,2,2,1,06/07/2011,-31.43944750759417,-64.24477474962215
denuncia87,0,1,0,2,1,1,1,1,30/11/2019,-31.43755278399217,-64.24365331664035
denuncia88,0,2,0,1,0,1,2,2,06/11/2014,-31.4473253581384,-64.24649123736008
denuncia89,0,1,0,0,2,2,1,0,30/09/2018,-31.437483085818943,-64.24375794146546
denuncia90,0,0,0,2,1,0,0,2,23/03/2018,-31.447373806304206,-64.24545848528795
denuncia91,0,0,0,2,2,2,1,0,03/06/2019,-31.44541518875393,-64.24677688466754
denuncia92,0,2,0,2,2,0,1,2,27/01/2021,-31.446263802025086,-64.24776906596024
denuncia93,0,2,0,1,1,0,2,2,29/03/2021,-31.443703539503417,-64.2455543676243
denuncia94,0,0,0,1,0,2,0,0,22/05/2011,-31.438270667968485,-64.24374585071986
denuncia95,0,2,0,2,0,2,2,2,24/07/2012,-31.445541654010867,-64.24444052645201
denuncia96,0,0,0,2,1,2,1,1,25/01/2019,-31.443293216516746,-64.24587546021371
denuncia97,0,1,0,1,2,1,0,1,17/11/2021,-31.44129588981896,-64.2452437121056
denuncia98,0,2,0,1,0,0,2,0,22/12/2010,-31.439118284473363,-64.24698792331064
denuncia99,0,2,0,1,0,1,2,0,15/06/2019,-31.432993587674765,-64.244700587576
denuncia100,0,2,0,0,0,1,2,0,24/11/2011,-31.436432984225938,-64.24560086673493
denuncia101,0,0,0,1,1,2,0,0,21/11/2011,-31.436337645997806,-64.24738202863915
denuncia102,0,0,0,0,1,1,0,0,06/10/2013,-31.4364529346732,-64.24732734402741
denuncia103,0,0,0,0,1,1,0,1,12/04/2020,-31.446941022401543,-64.2449940299416
denuncia104,0,0,0,2,1,0,0,2,21/07/2018,-31.435300328328957,-64.24603094546315
denuncia105,0,2,0,0,1,2,1,0,24/06/2019,-31.444429169982474,-64.24315957215578
denuncia106,0,0,0,0,2,0,1,1,03/12/2012,-31.44311839127601,-64.24393597437007
denuncia107,0,1,0,2,0,2,2,0,05/09/2010,-31.435220281284842,-64.2462292474173
denuncia108,0,2,0,2,1,2,0,2,20/03/2020,-31.44444385415838,-64.24454848638776
denuncia109,0,0,0,1,0,2,0,0,16/04/2011,-31.44450593898868,-64.2477748175563
denuncia110,0,0,0,0,1,0,0,1,18/11/2011,-31.4382369923704,-64.24282599154627
denuncia111,0,1,0,2,1,1,0,0,08/03/2010,-31.43682663422891,-64.2433201934918
denuncia112,0,2,0,0,1,0,2,0,05/08/2016,-31.446332474901997,-64.2434585899436
denuncia113,0,0,0,1,0,2,1,1,30/08/2010,-31.43513150197111,-64.24413711050602
denuncia114,0,1,0,1,0,2,1,0,05/01/2019,-31.443547726448504,-64.2469427082705
denuncia115,0,2,0,0,2,0,1,2,03/08/2018,-31.433386647705742,-64.24689240923014
denuncia116,0,0,0,2,2,1,0,0,26/03/2018,-31.43343293201149,-64.24688815096096
denuncia117,0,2,0,2,0,2,2,2,20/09/2020,-31.437184492200394,-64.24461961219568
denuncia118,0,2,0,0,2,2,2,1,25/03/2019,-31.435582597535028,-64.24288864495819
denuncia119,0,2,0,0,2,1,1,1,01/09/2015,-31.43279357443775,-64.24677401137194
denuncia120,0,2,0,0,1,0,0,0,12/12/2010,-31.439210940676563,-64.24446049391295
denuncia121,0,0,0,2,0,2,1,0,08/03/2017,-31.44170837121835,-64.24354129709668
denuncia122,0,0,0,0,1,1,0,2,12/12/2014,-31.434254398717794,-64.24667604306346
denuncia123,0,0,0,2,2,0,2,2,12/05/2013,-31.433333487306662,-64.24607291934758
denuncia124,0,1,0,0,2,2,0,2,30/07/2010,-31.44222158406385,-64.24335106017102
denuncia125,0,1,0,2,0,1,2,1,24/07/2011,-31.439933897124362,-64.24443897912697
denuncia126,0,0,0,2,1,0,0,2,05/12/2016,-31.434083889793186,-64.24276229464
denuncia127,0,1,0,0,2,2,0,0,15/03/2021,-31.43989765848628,-64.24366631562596
denuncia128,0,0,0,0,1,1,2,1,08/02/2012,-31.43797264860535,-64.24386049274939
denuncia129,0,0,0,1,2,2,2,2,13/05/2016,-31.43869145333108,-64.2473131259454
denuncia130,0,2,0,2,1,2,2,0,07/03/2020,-31.44152095083036,-64.24368891590582
denuncia131,0,2,0,0,1,1,1,1,18/12/2020,-31.439511176347956,-64.24538779707903
denuncia132,0,2,0,2,0,2,2,2,09/11/2014,-31.433608802043707,-64.24709743370457
denuncia133,0,1,0,2,1,0,0,0,22/10/2017,-31.43902872373574,-64.24484044566464
denuncia134,0,1,0,1,2,1,1,2,29/07/2020,-31.442347542962466,-64.24307584029906
denuncia135,0,1,0,2,0,1,1,0,19/09/2011,-31.43949053197328,-64.24800850721734
denuncia136,0,1,0,2,0,2,0,2,02/02/2020,-31.441649635651917,-64.24777748061973
denuncia137,0,2,0,1,2,0,0,2,21/05/2011,-31.441213398331602,-64.24434514544434
denuncia138,0,0,0,2,1,0,2,1,04/11/2017,-31.442630365154674,-64.24273433849888
denuncia139,0,1,0,0,0,2,1,1,25/03/2013,-31.43853507951017,-64.24518792316913
denuncia140,0,2,0,2,1,0,2,1,19/04/2015,-31.443619743228595,-64.24370952643541
denuncia141,0,0,0,2,2,2,1,2,11/05/2013,-31.44166537598785,-64.2467383189578
denuncia142,0,2,0,2,2,2,0,0,21/11/2017,-31.434583842804578,-64.2476329012401
denuncia143,0,1,0,1,0,0,0,2,13/05/2014,-31.43995818470372,-64.24291457279917
denuncia144,0,1,0,2,2,2,1,0,26/08/2013,-31.44221678866761,-64.24520463972414
denuncia145,0,0,0,2,1,1,1,1,15/01/2011,-31.444018658848773,-64.24375863030109
denuncia146,0,0,0,1,1,2,0,0,28/01/2019,-31.446240894583475,-64.24565073171455
denuncia147,0,2,0,1,0,2,1,0,23/05/2019,-31.44653490079314,-64.2475952116428
denuncia148,0,0,0,1,0,0,2,2,07/10/2017,-31.434414489260522,-64.24379980549979
denuncia149,0,1,0,2,0,1,1,1,21/10/2020,-31.43562411076281,-64.24403497853041
denuncia150,0,1,0,2,2,0,2,0,08/04/2011,-31.436564315807832,-64.2450081932819
denuncia151,0,1,0,1,0,2,0,0,24/02/2011,-31.441531284626024,-64.242762264828
denuncia152,0,1,0,2,0,1,0,2,02/01/2015,-31.43556319792097,-64.24590559957201
denuncia153,0,1,0,2,2,1,1,0,31/08/2014,-31.432607135976244,-64.24734238000495
denuncia154,0,1,0,2,1,0,1,1,06/12/2017,-31.432988092588932,-64.24437765996106
denuncia155,0,1,0,2,2,0,2,0,21/10/2013,-31.433146037553886,-64.24418465264195
denuncia156,0,0,0,0,0,1,2,0,25/08/2021,-31.43642260102232,-64.2428962611741
denuncia157,0,0,0,1,1,1,0,0,03/04/2012,-31.436598596883137,-64.2434426387144
denuncia158,0,1,0,0,1,1,0,2,11/11/2020,-31.447098424929948,-64.24709306180814
denuncia159,0,0,0,2,1,2,1,1,22/08/2012,-31.43743661550937,-64.24292777959616
denuncia160,0,1,0,1,0,1,0,0,10/08/2010,-31.443076503594718,-64.24402690566973
denuncia161,0,2,0,1,0,2,1,2,17/06/2014,-31.442608266388536,-64.2441921511023
denuncia162,0,1,0,2,0,1,1,2,01/10/2010,-31.43547482154749,-64.24468802539623
denuncia163,0,0,0,1,1,1,2,2,06/05/2019,-31.433795229770066,-64.24554549666624
denuncia164,0,2,0,2,0,0,2,0,15/12/2019,-31.43429127205102,-64.24579620733068
denuncia165,0,2,0,2,0,1,1,0,03/07/2010,-31.44023708535209,-64.24600117522489
denuncia166,0,0,0,1,0,2,1,0,22/04/2016,-31.447400309892142,-64.24717835416983
denuncia167,0,2,0,2,2,2,0,0,19/10/2016,-31.43610101771719,-64.2435454771568
denuncia168,0,1,0,1,1,1,0,1,17/05/2018,-31.443595055918752,-64.2447311297319
denuncia169,0,0,0,1,0,1,1,1,25/02/2016,-31.437937563581475,-64.24471202169354
denuncia170,0,0,0,1,1,0,2,2,11/10/2013,-31.441977413256247,-64.24796170398679
denuncia171,0,0,0,0,0,1,0,1,26/11/2010,-31.440157850025113,-64.24358082926692
denuncia172,0,1,0,2,2,1,1,2,13/05/2013,-31.443500843129847,-64.24281053090208
denuncia173,0,0,0,2,0,0,1,0,15/09/2021,-31.433578994173583,-64.2474432662972
denuncia174,0,1,0,2,2,0,1,2,24/11/2012,-31.446426156765284,-64.247866112531
denuncia175,0,1,0,2,2,2,0,0,04/08/2017,-31.435922777979393,-64.2428204424128
denuncia176,0,2,0,2,0,2,1,1,25/03/2012,-31.444169533563613,-64.24288007712472
denuncia177,0,0,0,2,1,2,2,2,07/04/2020,-31.434908689880324,-64.24768735333515
denuncia178,0,1,0,0,0,1,0,0,14/07/2021,-31.43479201968662,-64.2443062432919
denuncia179,0,1,0,2,2,0,2,2,02/09/2012,-31.445159554837964,-64.24668985740031
denuncia180,0,1,0,0,2,0,0,1,15/12/2012,-31.436307412820256,-64.2479235844004
denuncia181,0,2,0,2,0,1,1,0,25/09/2016,-31.44345856690101,-64.24766759006322
denuncia182,0,1,0,0,0,2,1,1,13/05/2017,-31.43348084035545,-64.24786187008327
denuncia183,0,0,0,1,2,0,1,1,30/06/2013,-31.443446030587637,-64.24277753345731
denuncia184,0,2,0,1,0,0,0,1,11/05/2018,-31.436844774107527,-64.24493392189267
denuncia185,0,2,0,1,0,1,1,1,27/11/2017,-31.435584194900954,-64.24673259141393
denuncia186,0,2,0,1,2,0,2,2,12/01/2018,-31.43387534925895,-64.24643549092109
denuncia187,0,1,0,1,0,2,2,1,30/03/2010,-31.443590798136857,-64.24489002869403
denuncia188,0,2,0,2,2,1,1,0,08/08/2020,-31.44717633286521,-64.2439601335089
denuncia189,0,0,0,0,0,2,2,0,18/10/2015,-31.444587849429343,-64.2455789961649
denuncia190,0,0,0,1,0,0,0,0,05/05/2018,-31.4429225778997,-64.24505374823855
denuncia191,0,2,0,0,0,2,0,2,15/04/2014,-31.435768377502107,-64.2442781061111
denuncia192,0,0,0,1,1,0,1,1,10/09/2021,-31.444123805199393,-64.24560958853193
denuncia193,0,0,0,1,2,0,1,0,13/05/2019,-31.433495784128066,-64.24480724284166
denuncia194,0,0,0,2,1,0,0,1,29/09/2013,-31.44009737084433,-64.2451093782362
denuncia195,0,1,0,1,1,0,2,0,08/08/2019,-31.435048955045012,-64.24413558015588
denuncia196,0,2,0,1,2,0,1,2,09/03/2010,-31.43280055547432,-64.24385617264026
denuncia197,0,2,0,2,2,1,1,0,22/12/2013,-31.446565765591046,-64.247970596574
denuncia198,0,0,0,0,1,2,0,0,25/07/2013,-31.43688484380951,-64.24785474375616
denuncia199,0,1,0,1,0,2,1,2,23/08/2013,-31.43672447605174,-64.24306319393436
denuncia200,0,0,0,2,1,1,2,2,26/11/2011,-31.44331574803083,-64.24363020208033
denuncia201,0,1,0,1,1,0,2,2,11/04/2011,-31.440264607459483,-64.2477547877418
denuncia202,0,1,0,0,1,2,1,0,21/04/2015,-31.444790699087786,-64.24692483633838
denuncia203,0,2,0,2,2,0,1,2,18/06/2019,-31.44334562294519,-64.24477707303127
denuncia204,0,1,0,2,2,2,1,0,11/09/2021,-31.443501809049696,-64.24539270093659
denuncia205,0,0,0,2,2,0,0,0,15/09/2017,-31.441043876512428,-64.2442522732151
denuncia206,0,0,0,2,1,1,1,1,17/07/2019,-31.432620214730715,-64.24615771359598
denuncia207,0,1,0,2,0,2,1,2,12/07/2013,-31.434479016986995,-64.24393873757174
denuncia208,0,2,0,2,0,2,1,1,14/06/2014,-31.444157661127814,-64.24562696097124
denuncia209,0,2,0,2,2,1,0,1,09/01/2011,-31.440459367989604,-64.24518807885514
denuncia210,0,1,0,1,2,1,2,1,14/10/2011,-31.4363955646964,-64.24709944826866
denuncia211,0,2,0,0,1,0,2,1,19/12/2017,-31.44418168986355,-64.24539363512831
denuncia212,0,1,0,2,2,2,2,1,06/03/2020,-31.446785415826536,-64.24609839761048
denuncia213,0,0,0,0,0,2,0,1,11/10/2010,-31.439199734418196,-64.2446791279497
denuncia214,0,1,0,0,1,2,1,2,08/01/2010,-31.436433267534753,-64.24647965914941
denuncia215,0,2,0,2,1,1,2,1,21/12/2010,-31.432598358928942,-64.24698936849438
denuncia216,0,0,0,1,2,1,2,0,16/02/2017,-31.43883324589077,-64.24680336265304
denuncia217,0,0,0,2,1,1,0,1,20/06/2021,-31.446946322584747,-64.24345115064996
denuncia218,0,2,0,1,0,1,2,1,15/12/2017,-31.438272935513986,-64.2440475996827
denuncia219,0,1,0,0,1,2,2,0,01/01/2014,-31.443890233242833,-64.24295743972326
denuncia220,0,0,0,1,0,1,0,1,18/11/2012,-31.444216761449198,-64.24442988215642
denuncia221,0,2,0,2,2,2,2,1,24/06/2014,-31.446877438329015,-64.2428485311593
denuncia222,0,2,0,2,0,0,0,1,24/08/2011,-31.43707985625986,-64.24509432131735
denuncia223,0,2,0,1,1,0,1,0,02/05/2020,-31.437367176900068,-64.24467597235459
denuncia224,0,1,0,1,1,1,1,2,14/06/2014,-31.44422652706314,-64.24525411684967
denuncia225,0,1,0,1,0,2,2,0,28/12/2017,-31.438823093247283,-64.2451283055395
denuncia226,0,1,0,2,1,2,1,1,25/12/2017,-31.44176882155673,-64.24587190235452
denuncia227,0,0,0,0,2,2,0,2,19/11/2010,-31.43269549385002,-64.24507244796801
denuncia228,0,0,0,2,1,2,2,2,12/03/2017,-31.447407332488424,-64.2444892322646
denuncia229,0,2,0,0,1,0,2,0,17/11/2017,-31.43498404391528,-64.24448222534566
denuncia230,0,2,0,1,0,1,1,0,29/12/2016,-31.43706521418089,-64.2467894343054
denuncia231,0,1,0,0,2,2,2,1,22/07/2017,-31.440494780765327,-64.24641571257588
denuncia232,0,1,0,2,2,2,2,2,27/12/2012,-31.439268914807478,-64.24713394899982
denuncia233,0,0,0,1,0,2,0,0,07/07/2018,-31.442755595467805,-64.24759876227334
denuncia234,0,1,0,2,2,0,2,1,21/01/2014,-31.436524143174577,-64.24774623623864
denuncia235,0,0,0,0,2,0,0,0,13/01/2010,-31.44500403074209,-64.24401852650601
denuncia236,0,1,0,2,1,0,0,0,26/03/2021,-31.44202241238102,-64.24634064329214
denuncia237,0,0,0,2,1,0,0,2,28/05/2012,-31.439129558581776,-64.24666070158993
denuncia238,0,2,0,0,0,2,0,1,19/05/2014,-31.446077933568887,-64.24600686498638
denuncia239,0,2,0,0,0,1,2,0,03/08/2012,-31.43375170293894,-64.24510070381905
denuncia240,0,2,0,0,2,0,0,0,23/07/2020,-31.443602137233007,-64.24597280241149
denuncia241,0,1,0,2,1,0,1,0,22/07/2015,-31.43949782830214,-64.24470815459367
denuncia242,0,0,0,0,0,2,2,0,11/10/2020,-31.43846158134106,-64.24555064823552
denuncia243,0,0,0,2,1,0,1,0,04/02/2010,-31.446871678175885,-64.24316500645553
denuncia244,0,0,0,2,2,2,2,0,22/05/2012,-31.44238029706484,-64.24290843360757
denuncia245,0,0,0,2,2,2,2,2,19/04/2012,-31.432948391466088,-64.24291082812223
denuncia246,0,2,0,1,2,0,0,2,22/04/2021,-31.447333176831094,-64.24577546150982
denuncia247,0,1,0,0,2,2,0,2,26/07/2017,-31.44659209435186,-64.24749856713763
denuncia248,0,1,0,0,2,2,1,0,16/07/2016,-31.433322737283977,-64.24334969983879
denuncia249,0,1,0,0,2,1,2,0,18/01/2011,-31.439554952091992,-64.24737333008908
denuncia250,0,2,0,1,1,2,0,2,06/10/2020,-31.43947262772258,-64.24327955943077
denuncia251,0,1,0,2,0,2,0,0,25/06/2019,-31.44341168633445,-64.24524953191293
denuncia252,0,1,0,2,2,2,1,2,09/04/2016,-31.445509956540093,-64.24762768217134
denuncia253,0,1,0,1,1,1,2,1,20/04/2016,-31.443696774297372,-64.24415320664926
denuncia254,0,1,0,1,0,2,2,2,18/03/2016,-31.433562755147047,-64.2427992410898
denuncia255,0,2,0,0,1,0,2,1,06/05/2013,-31.44442995022827,-64.24301358219776
denuncia256,0,1,0,2,0,2,1,2,24/11/2010,-31.445365511773378,-64.2472588046678
denuncia257,0,2,0,2,1,0,1,2,03/05/2017,-31.444049135831147,-64.24755445115348
denuncia258,0,0,0,1,2,0,0,2,16/07/2014,-31.434403013126282,-64.2432615672748
denuncia259,0,1,0,0,0,1,1,0,04/10/2016,-31.445599143684554,-64.24285168779062
denuncia260,0,2,0,1,1,1,1,0,17/10/2014,-31.438699120043964,-64.2458811569916
denuncia261,0,0,0,2,1,2,0,2,30/05/2021,-31.435570841047422,-64.24755308059507
denuncia262,0,0,0,0,1,2,1,2,11/01/2019,-31.444719796932652,-64.24431559371048
denuncia263,0,2,0,2,2,0,0,0,09/10/2019,-31.43322265826341,-64.24793775245293
denuncia264,0,0,0,0,1,0,2,1,21/05/2018,-31.446495124364837,-64.24747310439422
denuncia265,0,2,0,0,1,2,0,1,29/01/2010,-31.441810039417557,-64.24434162395352
denuncia266,0,1,0,1,0,0,0,0,19/03/2011,-31.433109241495707,-64.24547455900968
denuncia267,0,1,0,0,1,2,2,0,22/03/2013,-31.440080528472716,-64.24530048610787
denuncia268,0,1,0,1,2,2,0,1,07/08/2010,-31.43569854362456,-64.24622589051556
denuncia269,0,0,0,0,2,0,1,2,18/12/2015,-31.434798300469502,-64.24423940815495
denuncia270,0,0,0,2,2,2,2,0,07/05/2012,-31.43447092763534,-64.24741605524214
denuncia271,0,1,0,2,1,2,2,2,08/04/2016,-31.434066428606645,-64.24618979645813
denuncia272,0,2,0,0,1,2,1,0,18/05/2019,-31.435595119905386,-64.24353433513848
denuncia273,0,2,0,2,2,2,0,2,07/07/2016,-31.437874080971238,-64.24422998581218
denuncia274,0,2,0,1,2,1,2,2,31/07/2013,-31.440040756203096,-64.24650691892867
denuncia275,0,0,0,0,0,2,0,0,21/09/2015,-31.43661050455676,-64.24669969560942
denuncia276,0,1,0,1,0,1,0,0,21/04/2017,-31.434727360832465,-64.24431375682695
denuncia277,0,2,0,2,2,1,2,0,29/11/2012,-31.436314736562903,-64.24596152857644
denuncia278,0,2,0,1,1,1,2,1,29/08/2016,-31.43502864057152,-64.24505150885196
denuncia279,0,2,0,2,1,2,2,1,03/10/2016,-31.438113084534812,-64.24745576435427
denuncia280,0,1,0,0,1,1,1,2,01/09/2014,-31.434642432920057,-64.24465522670525
denuncia281,0,1,0,2,0,0,2,2,15/08/2020,-31.44167346289977,-64.24707258919193
denuncia282,0,2,0,0,2,1,1,0,16/03/2018,-31.446593584088554,-64.24299097000592
denuncia283,0,1,0,0,2,0,2,2,01/09/2021,-31.442744443174263,-64.24540274594705
denuncia284,0,0,0,0,0,2,2,0,15/09/2020,-31.439202000466395,-64.24516872154364
denuncia285,0,1,0,2,1,1,2,2,31/05/2010,-31.443573141987997,-64.24467219738358
denuncia286,0,1,0,0,2,2,2,0,08/06/2011,-31.43717095761901,-64.24424989451367
denuncia287,0,1,0,1,0,2,1,1,23/07/2021,-31.437498938795535,-64.24589877142988
denuncia288,0,0,0,0,1,0,0,2,20/02/2021,-31.44198566951259,-64.24711944981075
denuncia289,0,1,0,2,0,1,0,2,30/05/2017,-31.442597731223668,-64.24592392404301
denuncia290,0,1,0,2,0,1,0,1,12/01/2011,-31.438577826078113,-64.24280686185166
denuncia291,0,1,0,0,1,0,2,2,02/07/2013,-31.43827558499451,-64.24590002634316
denuncia292,0,1,0,2,1,0,0,1,16/02/2016,-31.442280656137857,-64.24397155806014
denuncia293,0,0,0,0,2,1,2,2,01/02/2016,-31.436481420632468,-64.24675573505856
denuncia294,0,2,0,1,0,2,0,0,17/05/2012,-31.440865943629134,-64.24686088555069
denuncia295,0,1,0,1,0,1,1,2,18/05/2013,-31.435358001568677,-64.24622830770465
